"benchmark","benchmark id","expected","asterix","cyclist","sleek","spen"
"sll0a_entl/clones-09-e06.tptp.smt2","946164","unsat","unsat","starexec-unknown","unsat","unsat"
"sll0a_entl/bolognesa-11-e07.tptp.smt2","946097","unsat","unsat","starexec-unknown","unsat","unsat"
"sll0a_entl/smallfoot-vc03.tptp.smt2","946098","unsat","unsat","starexec-unknown","unsat","unsat"
"sll0a_entl/ls-vc01.smt2","946088","sat","sat","starexec-unknown","sat","sat"
"sll0a_entl/bolognesa-14-e10.tptp.smt2","946008","sat","sat","starexec-unknown","sat","sat"
"sll0a_entl/clones-01-e06.tptp.smt2","946208","unsat","unsat","starexec-unknown","unsat","unsat"
"sll0a_entl/smallfoot-vc71.tptp.smt2","946167","unsat","unsat","unsat","unsat","unsat"
"sll0a_entl/clones-10-e08.tptp.smt2","945999","sat","sat","starexec-unknown","sat","sat"
"sll0a_entl/ls-vc03.smt2","946126","sat","sat","starexec-unknown","sat","sat"
"sll0a_entl/clones-09-e05.tptp.smt2","946020","unsat","unsat","unsat","unsat","unsat"
"sll0a_entl/smallfoot-vc11.tptp.smt2","946094","unsat","unsat","unsat","unsat","unsat"
"sll0a_entl/smallfoot-vc28.tptp.smt2","946100","unsat","unsat","unsat","unsat","unsat"
"sll0a_entl/smallfoot-vc10.tptp.smt2","946198","unsat","unsat","unsat","unsat","unsat"
"sll0a_entl/bolognesa-18-e04.tptp.smt2","946156","sat","sat","starexec-unknown","sat","sat"
"sll0a_entl/smallfoot-vc51.tptp.smt2","946236","unsat","unsat","unsat","unsat","unsat"
"sll0a_entl/smallfoot-vc47.tptp.smt2","946134","unsat","unsat","starexec-unknown","unsat","unsat"
"sll0a_entl/bolognesa-15-e01.tptp.smt2","946106","unsat","unsat","starexec-unknown","unsat","unsat"
"sll0a_entl/clones-08-e07.tptp.smt2","945959","sat","sat","starexec-unknown","sat","sat"
"sll0a_entl/smallfoot-vc70.tptp.smt2","945987","sat","sat","starexec-unknown","sat","sat"
"sll0a_entl/smallfoot-vc63.tptp.smt2","945991","unsat","unsat","unsat","unsat","unsat"
"sll0a_entl/smallfoot-vc08.tptp.smt2","946075","unsat","unsat","unsat","unsat","unsat"
"sll0a_entl/bolognesa-20-e10.tptp.smt2","946223","unsat","unsat","starexec-unknown","unsat","unsat"
"sll0a_entl/clones-09-e04.tptp.smt2","946063","unsat","unsat","starexec-unknown","unsat","unsat"
"sll0a_entl/bolognesa-14-e01.tptp.smt2","946052","unsat","unsat","starexec-unknown","unsat","unsat"
"sll0a_entl/bolognesa-13-e07.tptp.smt2","945997","unsat","unsat","starexec-unknown","unsat","unsat"
"sll0a_entl/smallfoot-vc22.tptp.smt2","946022","sat","sat","starexec-unknown","sat","sat"
"sll0a_entl/clones-05-e08.tptp.smt2","946214","sat","sat","starexec-unknown","sat","sat"
"sll0a_entl/clones-03-e07.tptp.smt2","946218","sat","sat","starexec-unknown","sat","sat"
"sll0a_entl/bolognesa-17-e09.tptp.smt2","946131","unsat","unsat","starexec-unknown","unsat","unsat"
"sll0a_entl/smallfoot-vc53.tptp.smt2","946023","unsat","unsat","unsat","unsat","unsat"
"sll0a_entl/bolognesa-17-e08.tptp.smt2","946082","sat","sat","starexec-unknown","sat","sat"
